discern,2
destined,3
debts,10
informs,1
gamester,1
attics,1
expence,1
innocence,1
thing,41
having,95
anybody,25
wherever,8
impose,2
pray,20
otherwise,16
watching,8
unconcern,3
celerity,1
sweetness,5
proprietor,3
astonish,2
death,8
dignity,5
inferences,1
apparel,1
placing,3
regulated,1
past,9
decisions,1
junior,1
nasty,1
employing,1
intrude,2
authorise,1
fortunes,1
impenetrably,1
exclude,1
fidget,1
when,355
hearty,2
nature,23
night,34
names,6
singular,2
removal,7
congratulation,1
lewis,3
reconciliation,2
gentle,5
conditional,1
active,4
dreaded,7
compatible,2
perfections,2
boys,3
separates,1
defection,1
inflicted,1
secured,4
impression,7
horror,5
sharp,2
stepped,1
shift,1
mortifications,1
joking,1
obsequious,1
go,102
william,45
life,56
after,199
loved,10
whose,59
coat,4
london,55
during,27
curiosity,23
bowed,3
leaving,18
wait,17
imperfection,1
polite,5
bordering,3
wishes,34
white,3
surest,1
hardship,1
military,1
assertions,3
inevitably,1
negative,3
successful,3
accepting,4
repentance,1
bottom,1
inured,1
detaching,1
induce,3
feather,1
trembled,1
confederacy,1
perhaps,65
certainly,63
excuse,15
piqued,1
persevering,1
wrong,15
wit,6
rain,4
whispering,3
original,4
forever,3
reckoned,1
beginning,12
soliciting,2
admit,6
affording,2
fresh,9
compose,3
overcoming,1
befriended,1
disagreeably,1
labour,1
contracted,3
submit,3
glass,1
pour,1
sympathise,1
counted,1
forwarder,1
infatuation,1
shrug,1
vulgarity,1
replied,103
engage,5
circumspection,2
kindness,29
catching,1
blind,6
simpleton,4
heirs,1
sparkled,2
aware,14
contrivance,4
late,19
postscript,3
unkindness,1
sincerity,4
wave,1
staircase,2
forgets,1
intimidate,1
inflict,2
warrant,1
gayer,1
dilatory,2
grievously,1
dictate,1
attendants,1
goulding,1
september,1
edward,1
undervalued,1
bills,1
enough,106
contrast,3
breeding,5
listened,21
nothingness,1
wishing,14
